state	name	kind	lat	lon
AL	Abanda CDP	place	33.0916	-85.5270
AL	Abbeville city	place	31.5647	-85.2591
AL	Adamsville city	place	33.6023	-86.9715
AL	Addison town	place	34.2027	-87.1780
AL	Akron town	place	32.8791	-87.7409
AL	Alabaster city	place	33.2144	-86.8231
AL	Albertville city	place	34.2631	-86.2107
AL	Alexander City city	place	32.9167	-85.9406
AL	Alexandria CDP	place	33.7608	-85.8720
AL	Aliceville city	place	33.1237	-88.1593
AL	Allgood town	place	33.9076	-86.5161
AL	Altoona town	place	34.0400	-86.3052
AL	Andalusia city	place	31.3094	-86.4780
AL	Anderson town	place	34.9157	-87.2743
AL	Anniston city	place	33.6735	-85.8109
AL	Arab city	place	34.3324	-86.5012
AL	Ardmore town	place	34.9878	-86.8290
AL	Argo city	place	33.6910	-86.5053
AL	Ariton town	place	31.5978	-85.7131
AL	Arley town	place	34.0762	-87.2178
AL	Ashford city	place	31.1853	-85.2362
AL	Ashland town	place	33.2699	-85.8337
AL	Ashville city	place	33.8352	-86.2700
AL	Athens city	place	34.7790	-86.9508
AL	Atmore city	place	31.1241	-87.4578
AL	Attalla city	place	33.9862	-86.1210
AL	Auburn city	place	32.6078	-85.4947
AL	Autaugaville town	place	32.4326	-86.6588
AL	Avon town	place	31.1797	-85.2792
AL	Axis CDP	place	30.9222	-88.0226
AL	Babbie town	place	31.3021	-86.3194
AL	Baileyton town	place	34.2609	-86.6088
AL	Bakerhill town	place	31.7769	-85.2954
AL	Ballplay CDP	place	34.0230	-85.8015
AL	Banks town	place	31.8133	-85.8364
AL	Bay Minette city	place	30.8944	-87.7913
AL	Bayou La Batre city	place	30.4076	-88.2633
AL	Bear Creek town	place	34.2555	-87.7134
AL	Beatrice town	place	31.7333	-87.2090
AL	Beaverton town	place	33.9354	-88.0218
AL	Belgreen CDP	place	34.4745	-87.8617
AL	Belk town	place	33.6516	-87.9286
AL	Bellamy CDP	place	32.4637	-88.1315
AL	Belle Fontaine CDP	place	30.4895	-88.1059
AL	Benton town	place	32.3079	-86.8175
AL	Berlin town	place	34.1850	-86.7490
AL	Berry town	place	33.6667	-87.6093
AL	Bessemer city	place	33.3709	-86.9715
AL	Billingsley town	place	32.6647	-86.7067
AL	Birmingham city	place	33.5272	-86.7970
AL	Black town	place	31.0098	-85.7444
AL	Blountsville town	place	34.0758	-86.5839
AL	Blue Ridge CDP	place	32.4989	-86.1824
AL	Blue Springs town	place	31.6635	-85.5035
AL	Boaz city	place	34.1990	-86.1552
AL	Boligee town	place	32.7681	-88.0286
AL	Bon Air town	place	33.2594	-86.3272
AL	Bon Secour CDP	place	30.3182	-87.7244
AL	Boykin CDP	place	32.0684	-87.2943
AL	Brantley town	place	31.5820	-86.2568
AL	Brantleyville CDP	place	33.2193	-86.8825
AL	Brent city	place	32.9449	-87.1721
AL	Brewton city	place	31.1092	-87.0766
AL	Bridgeport city	place	34.9493	-85.7238
AL	Brighton city	place	33.4396	-86.9454
AL	Brilliant town	place	34.0257	-87.7690
AL	Bristow Cove CDP	place	34.1092	-86.2410
AL	Brook Highland CDP	place	33.4380	-86.6853
AL	Brookside town	place	33.6346	-86.9063
AL	Brookwood town	place	33.2398	-87.3315
AL	Broomtown CDP	place	34.3657	-85.5321
AL	Brundidge city	place	31.7176	-85.8175
AL	Bucks CDP	place	31.0169	-88.0264
AL	Butler town	place	32.0965	-88.2108
AL	Calera city	place	33.1223	-86.7456
AL	Calvert CDP	place	31.1499	-88.0215
AL	Camden city	place	31.9985	-87.2889
AL	Camp Hill town	place	32.7973	-85.6558
AL	Carbon Hill city	place	33.8950	-87.5221
AL	Cardiff town	place	33.6473	-86.9306
AL	Carlisle-Rockledge CDP	place	34.1145	-86.1241
AL	Carlton CDP	place	31.3486	-87.8357
AL	Carolina town	place	31.2341	-86.5210
AL	Carrollton town	place	33.2619	-88.0951
AL	Castleberry town	place	31.2997	-87.0291
AL	Catherine CDP	place	32.1862	-87.4700
AL	Cedar Bluff town	place	34.2214	-85.5886
AL	Center Point city	place	33.6439	-86.6846
AL	Centre city	place	34.1531	-85.6717
AL	Centreville city	place	32.9590	-87.1320
AL	Chatom town	place	31.4691	-88.2460
AL	Chelsea city	place	33.3090	-86.6351
AL	Cherokee town	place	34.7577	-87.9656
AL	Cherokee Ridge town	place	34.4209	-86.5633
AL	Chickasaw city	place	30.7715	-88.0797
AL	Childersburg city	place	33.2926	-86.3409
AL	Choccolocco CDP	place	33.6677	-85.7072
AL	Chunchula CDP	place	30.9272	-88.2082
AL	Citronelle city	place	31.0973	-88.2498
AL	Clanton city	place	32.8456	-86.6195
AL	Clay city	place	33.6966	-86.6082
AL	Clayhatchee town	place	31.2369	-85.7215
AL	Clayton city	place	31.8823	-85.4605
AL	Cleveland town	place	34.0022	-86.5614
AL	Clio city	place	31.7085	-85.6110
AL	Coaling city	place	33.1699	-87.3499
AL	Coats Bend CDP	place	34.0733	-85.8746
AL	Coffee Springs town	place	31.1658	-85.9109
AL	Coffeeville town	place	31.7666	-88.0860
AL	Coker town	place	33.2438	-87.6813
AL	Collinsville city	place	34.2672	-85.8686
AL	Colony town	place	33.9414	-86.9020
AL	Columbia town	place	31.2954	-85.1102
AL	Columbiana city	place	33.1915	-86.6156
AL	Concord CDP	place	33.4620	-87.0404
AL	Coosada town	place	32.4954	-86.3265
AL	Cordova town	place	33.7618	-87.1994
AL	Cottondale CDP	place	33.1930	-87.4549
AL	Cottonwood town	place	31.0540	-85.2996
AL	County Line town	place	33.8189	-86.7147
AL	Courtland town	place	34.6699	-87.3279
AL	Cowarts town	place	31.2062	-85.3098
AL	Creola town	place	30.8742	-88.0095
AL	Crossville town	place	34.2827	-85.9997
AL	Cuba town	place	32.4407	-88.3748
AL	Cullman city	place	34.1769	-86.8407
AL	Cullomburg CDP	place	31.7131	-88.2918
AL	Cusseta town	place	32.7876	-85.3058
AL	Dadeville city	place	32.8261	-85.7762
AL	Daleville city	place	31.2915	-85.7117
AL	Daphne city	place	30.6279	-87.8721
AL	Dauphin Island town	place	30.2509	-88.1713
AL	Daviston town	place	33.0568	-85.6343
AL	Dayton town	place	32.3510	-87.6416
AL	Deatsville town	place	32.5890	-86.3891
AL	Decatur city	place	34.5730	-86.9899
AL	Deer Park CDP	place	31.2184	-88.3280
AL	Delta CDP	place	33.4405	-85.6759
AL	Demopolis city	place	32.4997	-87.8267
AL	Detroit town	place	34.0274	-88.1678
AL	Dodge City town	place	34.0433	-86.8855
AL	Dora city	place	33.7281	-87.0813
AL	Dothan city	place	31.2337	-85.4068
AL	Double Springs town	place	34.1496	-87.3894
AL	Douglas town	place	34.1683	-86.3234
AL	Dozier town	place	31.5054	-86.3692
AL	Dunnavant CDP	place	33.4952	-86.5402
AL	Dutton town	place	34.6062	-85.9119
AL	Eagle Point CDP	place	33.4009	-86.6768
AL	East Brewton city	place	31.0914	-87.0553
AL	East Point CDP	place	34.1912	-86.7923
AL	Eclectic town	place	32.6402	-86.0411
AL	Edgewater CDP	place	33.5301	-86.9528
AL	Edwardsville town	place	33.8837	-85.4141
AL	Egypt CDP	place	34.0759	-86.1651
AL	Elba city	place	31.4172	-86.0771
AL	Elberta town	place	30.3738	-87.5957
AL	Eldridge town	place	33.9231	-87.6229
AL	Elkmont town	place	34.9326	-86.9770
AL	Elmore town	place	32.5566	-86.3410
AL	Emelle town	place	32.7287	-88.3165
AL	Emerald Mountain CDP	place	32.4477	-86.0944
AL	Enterprise city	place	31.3255	-85.8461
AL	Epes town	place	32.6950	-88.1420
AL	Equality CDP	place	32.7657	-86.1232
AL	Ethelsville town	place	33.4141	-88.2161
AL	Eufaula city	place	31.9099	-85.1527
AL	Eunola CDP	place	31.0314	-85.8340
AL	Eutaw city	place	32.8462	-87.9003
AL	Eva town	place	34.3265	-86.7653
AL	Evergreen city	place	31.4332	-86.9761
AL	Excel town	place	31.4264	-87.3437
AL	Fairfield city	place	33.4748	-86.9194
AL	Fairford CDP	place	31.1780	-88.0728
AL	Fairhope city	place	30.5209	-87.8791
AL	Fairview town	place	34.2502	-86.6777
AL	Falkville town	place	34.3770	-86.9095
AL	Faunsdale town	place	32.4576	-87.5938
AL	Fayette city	place	33.6942	-87.8312
AL	Fayetteville CDP	place	33.1681	-86.4428
AL	Fitzpatrick CDP	place	32.2104	-85.8737
AL	Five Points town	place	33.0173	-85.3516
AL	Flomaton town	place	31.0148	-87.2560
AL	Florala town	place	31.0224	-86.3182
AL	Florence city	place	34.8298	-87.6622
AL	Foley city	place	30.3971	-87.6685
AL	Forestdale CDP	place	33.5737	-86.9000
AL	Forkland town	place	32.6474	-87.8674
AL	Fort Deposit town	place	31.9863	-86.5664
AL	Fort Payne city	place	34.4573	-85.6894
AL	Fort Rucker CDP	place	31.3426	-85.7161
AL	Franklin town	place	32.4527	-85.7854
AL	Fredonia CDP	place	32.9836	-85.2923
AL	Frisco City town	place	31.4395	-87.4042
AL	Fruitdale CDP	place	31.3498	-88.4109
AL	Fruithurst town	place	33.7295	-85.4312
AL	Fulton town	place	31.7910	-87.7442
AL	Fultondale city	place	33.6174	-86.8014
AL	Fyffe town	place	34.4490	-85.9052
AL	Gadsden city	place	34.0066	-86.0161
AL	Gainesville town	place	32.8149	-88.1608
AL	Gallant CDP	place	34.0013	-86.2302
AL	Gantt town	place	31.4107	-86.4835
AL	Garden City town	place	34.0147	-86.7491
AL	Gardendale city	place	33.6740	-86.8085
AL	Gaylesville town	place	34.2674	-85.5612
AL	Geiger town	place	32.8687	-88.3182
AL	Geneva city	place	31.0433	-85.8758
AL	Georgiana town	place	31.6391	-86.7468
AL	Geraldine town	place	34.3591	-86.0026
AL	Gilbertown town	place	31.8662	-88.3075
AL	Glen Allen town	place	33.8921	-87.7327
AL	Glencoe city	place	33.9483	-85.9336
AL	Glenwood town	place	31.6713	-86.1737
AL	Goldville town	place	33.0849	-85.7780
AL	Good Hope city	place	34.1107	-86.8671
AL	Goodwater town	place	33.0607	-86.0525
AL	Gordo town	place	33.3223	-87.9037
AL	Gordon town	place	31.1436	-85.0925
AL	Gordonville town	place	32.1592	-86.7042
AL	Goshen town	place	31.7200	-86.1232
AL	Graham CDP	place	33.4552	-85.3231
AL	Grand Bay CDP	place	30.4721	-88.3444
AL	Grant town	place	34.5182	-86.2604
AL	Grayson Valley CDP	place	33.6466	-86.6419
AL	Graysville city	place	33.6338	-86.9414
AL	Greensboro city	place	32.7010	-87.5937
AL	Greenville city	place	31.8431	-86.6370
AL	Grimes town	place	31.2999	-85.4503
AL	Grove Hill town	place	31.6987	-87.7729
AL	Guin city	place	33.9832	-87.9024
AL	Gulfcrest CDP	place	30.9911	-88.2422
AL	Gulf Shores city	place	30.2772	-87.7024
AL	Guntersville city	place	34.3679	-86.2523
AL	Gurley town	place	34.7014	-86.3803
AL	Gu-Win town	place	33.9443	-87.8704
AL	Hackleburg town	place	34.2694	-87.8304
AL	Hackneyville CDP	place	33.0547	-85.9344
AL	Haleburg town	place	31.4100	-85.1381
AL	Haleyville city	place	34.2338	-87.6176
AL	Hamilton city	place	34.1387	-87.9708
AL	Hammondville town	place	34.5662	-85.6403
AL	Hanceville city	place	34.0640	-86.7644
AL	Hanover CDP	place	33.0029	-86.2009
AL	Harpersville town	place	33.3177	-86.4284
AL	Hartford city	place	31.1053	-85.6912
AL	Hartselle city	place	34.4404	-86.9404
AL	Harvest CDP	place	34.8551	-86.7586
AL	Hatton CDP	place	34.5607	-87.4138
AL	Hayden town	place	33.8945	-86.7442
AL	Hayneville town	place	32.1826	-86.5786
AL	Hazel Green CDP	place	34.9237	-86.5674
AL	Headland city	place	31.3550	-85.3570
AL	Heath town	place	31.3448	-86.4690
AL	Heflin city	place	33.6474	-85.5693
AL	Helena city	place	33.2834	-86.8792
AL	Henagar city	place	34.6306	-85.7309
AL	Highland Lake town	place	33.8946	-86.4226
AL	Highland Lakes CDP	place	33.3976	-86.6479
AL	Hillsboro town	place	34.6426	-87.1785
AL	Hissop CDP	place	32.8906	-86.1296
AL	Hobson CDP	place	31.4887	-88.1509
AL	Hobson City town	place	33.6188	-85.8461
AL	Hodges town	place	34.3342	-87.9232
AL	Hokes Bluff city	place	33.9897	-85.8629
AL	Hollins CDP	place	33.1218	-86.1270
AL	Hollis Crossroads CDP	place	33.5313	-85.6529
AL	Holly Pond town	place	34.1677	-86.6121
AL	Hollywood town	place	34.7173	-85.9656
AL	Holt CDP	place	33.2297	-87.4829
AL	Holtville CDP	place	32.6303	-86.3280
AL	Homewood city	place	33.4586	-86.8097
AL	Hoover city	place	33.3751	-86.8094
AL	Horn Hill town	place	31.2381	-86.3252
AL	Hueytown city	place	33.4086	-87.0166
AL	Huguley CDP	place	32.8431	-85.2396
AL	Huntsville city	place	34.6977	-86.6767
AL	Hurtsboro town	place	32.2401	-85.4147
AL	Hytop town	place	34.8966	-86.0892
AL	Ider town	place	34.7026	-85.6690
AL	Indian Springs Village city	place	33.3612	-86.7469
AL	Irondale city	place	33.5399	-86.6591
AL	Ivalee CDP	place	34.0372	-86.1472
AL	Jackson city	place	31.5323	-87.8912
AL	Jacksons' Gap town	place	32.8840	-85.8150
AL	Jacksonville city	place	33.8101	-85.7552
AL	Jasper city	place	33.8511	-87.2683
AL	Jemison city	place	32.9707	-86.7331
AL	Joppa CDP	place	34.2996	-86.5499
AL	Kansas town	place	33.9028	-87.5566
AL	Kellyton town	place	32.9792	-86.0346
AL	Kennedy town	place	33.5807	-87.9855
AL	Killen town	place	34.8610	-87.5293
AL	Kimberly city	place	33.7770	-86.8002
AL	Kinsey city	place	31.2963	-85.3350
AL	Kinston town	place	31.2196	-86.1701
AL	Ladonia CDP	place	32.4597	-85.0904
AL	La Fayette city	place	32.8994	-85.4008
AL	Lakeview town	place	34.3917	-85.9756
AL	Lake View city	place	33.2883	-87.1327
AL	Lanett city	place	32.8586	-85.2078
AL	Langston town	place	34.5451	-86.0934
AL	Leeds city	place	33.5468	-86.5714
AL	Leesburg town	place	34.1786	-85.7779
AL	Leighton town	place	34.6937	-87.5243
AL	Leroy CDP	place	31.4950	-87.9728
AL	Lester town	place	34.9828	-87.1555
AL	Level Plains town	place	31.3071	-85.7687
AL	Lexington town	place	34.9594	-87.3728
AL	Libertyville town	place	31.2401	-86.4570
AL	Lillian CDP	place	30.4189	-87.4208
AL	Lincoln city	place	33.5802	-86.1279
AL	Linden town	place	32.3014	-87.7926
AL	Lineville city	place	33.3128	-85.7523
AL	Lipscomb city	place	33.4260	-86.9261
AL	Lisman town	place	32.1717	-88.2841
AL	Littleville town	place	34.5951	-87.6707
AL	Livingston city	place	32.5955	-88.1869
AL	Loachapoka town	place	32.6079	-85.5985
AL	Lockhart town	place	31.0130	-86.3503
AL	Locust Fork town	place	33.8768	-86.6471
AL	Lookout Mountain CDP	place	34.1159	-85.9655
AL	Louisville town	place	31.7810	-85.5583
AL	Lowndesboro town	place	32.2764	-86.6108
AL	Loxley city	place	30.6846	-87.7392
AL	Luverne city	place	31.7189	-86.2691
AL	Lynn town	place	34.0576	-87.5486
AL	McCalla CDP	place	33.3031	-87.0267
AL	McDonald Chapel CDP	place	33.5186	-86.9385
AL	Macedonia CDP	place	33.4031	-88.2392
AL	McIntosh town	place	31.2650	-88.0284
AL	McKenzie town	place	31.5465	-86.7260
AL	McMullen town	place	33.1481	-88.1757
AL	Madison city	place	34.7105	-86.7623
AL	Madrid town	place	31.0356	-85.3992
AL	Magnolia Springs town	place	30.4034	-87.7759
AL	Malcolm CDP	place	31.1988	-88.0006
AL	Malvern town	place	31.1437	-85.5230
AL	Maplesville town	place	32.7844	-86.8797
AL	Marbury CDP	place	32.6730	-86.4637
AL	Margaret city	place	33.6729	-86.4639
AL	Marion city	place	32.6320	-87.3173
AL	Maytown town	place	33.5500	-87.0000
AL	Meadowbrook CDP	place	33.3952	-86.7044
AL	Megargel CDP	place	31.3781	-87.4306
AL	Memphis town	place	33.1370	-88.3059
AL	Mentone town	place	34.5632	-85.5897
AL	Meridianville CDP	place	34.8749	-86.5806
AL	Midfield city	place	33.4553	-86.9224
AL	Midland City city	place	31.3157	-85.4937
AL	Midway town	place	32.0764	-85.5244
AL	Mignon CDP	place	33.1866	-86.2569
AL	Millbrook city	place	32.5015	-86.3739
AL	Millerville CDP	place	33.1915	-85.9298
AL	Millport town	place	33.5559	-88.0824
AL	Millry town	place	31.6212	-88.3280
AL	Minor CDP	place	33.5390	-86.9401
AL	Mobile city	place	30.6682	-88.1079
AL	Monroeville city	place	31.5162	-87.3277
AL	Montevallo city	place	33.1261	-86.8477
AL	Montgomery city	place	32.3485	-86.2673
AL	Moody city	place	33.6034	-86.4938
AL	Moores Mill CDP	place	34.8521	-86.5204
AL	Mooresville town	place	34.6259	-86.8800
AL	Morris city	place	33.7462	-86.8008
AL	Morrison Crossroads CDP	place	33.4180	-85.4883
AL	Mosses town	place	32.1888	-86.6794
AL	Moulton city	place	34.4883	-87.2827
AL	Moundville town	place	32.9965	-87.6275
AL	Mountain Brook city	place	33.4915	-86.7345
AL	Mount Olive CDP	place	33.0785	-86.1330
AL	Mount Olive CDP	place	33.6693	-86.8755
AL	Mount Vernon town	place	31.0877	-88.0132
AL	Movico CDP	place	31.0628	-88.0266
AL	Mulga town	place	33.5563	-86.9723
AL	Munford town	place	33.5276	-85.9538
AL	Muscle Shoals city	place	34.7427	-87.6338
AL	Myrtlewood town	place	32.2521	-87.9493
AL	Nanafalia CDP	place	32.1114	-87.9958
AL	Nances Creek CDP	place	33.8555	-85.6691
AL	Napier Field town	place	31.3149	-85.4549
AL	Natural Bridge town	place	34.0922	-87.6010
AL	Nauvoo town	place	33.9844	-87.4854
AL	Nectar town	place	33.9798	-86.6206
AL	Needham town	place	31.9870	-88.3366
AL	Newbern town	place	32.5917	-87.5356
AL	New Brockton town	place	31.3767	-85.9190
AL	New Hope city	place	34.5380	-86.4124
AL	New Market CDP	place	34.8923	-86.4258
AL	New Site town	place	33.0260	-85.7845
AL	Newton town	place	31.3412	-85.5883
AL	New Union CDP	place	34.1337	-86.2280
AL	Newville town	place	31.4206	-85.3367
AL	Nixburg CDP	place	32.8555	-86.1008
AL	North Courtland town	place	34.6800	-87.3057
AL	North Johns town	place	33.3678	-87.1007
AL	Northport city	place	33.2576	-87.5964
AL	Notasulga town	place	32.5554	-85.6686
AL	Oak Grove town	place	33.1904	-86.3037
AL	Oak Hill town	place	31.9216	-87.0852
AL	Oakman town	place	33.7143	-87.3887
AL	Odenville city	place	33.7009	-86.4234
AL	Ohatchee town	place	33.7898	-86.0291
AL	Oneonta city	place	33.9470	-86.4898
AL	Onycha town	place	31.2257	-86.2760
AL	Opelika city	place	32.6607	-85.3789
AL	Opp city	place	31.2844	-86.2574
AL	Orange Beach city	place	30.2940	-87.5954
AL	Orrville town	place	32.3068	-87.2454
AL	Our Town CDP	place	32.8422	-85.9670
AL	Owens Cross Roads city	place	34.5855	-86.4550
AL	Oxford city	place	33.5964	-85.8682
AL	Ozark city	place	31.4516	-85.6450
AL	Paint Rock town	place	34.6609	-86.3340
AL	Panola CDP	place	32.9468	-88.2623
AL	Parrish town	place	33.7323	-87.2801
AL	Pea Ridge CDP	place	33.1338	-86.9379
AL	Pelham city	place	33.3218	-86.7422
AL	Pell City city	place	33.5603	-86.2636
AL	Pennington town	place	32.2006	-88.0376
AL	Penton CDP	place	33.0098	-85.4748
AL	Perdido CDP	place	31.0056	-87.6303
AL	Perdido Beach town	place	30.3539	-87.5048
AL	Peterman CDP	place	31.5837	-87.2630
AL	Petrey town	place	31.8522	-86.2040
AL	Phenix City city	place	32.4537	-85.0310
AL	Phil Campbell town	place	34.3515	-87.7074
AL	Pickensville town	place	33.2358	-88.2894
AL	Piedmont city	place	33.9276	-85.6153
AL	Pike Road city	place	32.2736	-86.1189
AL	Pinckard town	place	31.3190	-85.5378
AL	Pine Apple town	place	31.8722	-86.9891
AL	Pine Hill town	place	31.9859	-87.5875
AL	Pine Level CDP	place	32.5795	-86.4543
AL	Pine Ridge town	place	34.4479	-85.7838
AL	Pinson city	place	33.7093	-86.6636
AL	Pisgah town	place	34.6844	-85.8460
AL	Pleasant Grove city	place	33.4940	-86.9781
AL	Pleasant Groves town	place	34.7376	-86.1976
AL	Point Clear CDP	place	30.4861	-87.9111
AL	Pollard town	place	31.0239	-87.1730
AL	Powell town	place	34.5326	-85.8976
AL	Prattville city	place	32.4490	-86.4494
AL	Priceville city	place	34.5296	-86.8822
AL	Prichard city	place	30.7733	-88.1314
AL	Providence town	place	32.3424	-87.7761
AL	Putnam CDP	place	32.0181	-88.0331
AL	Ragland town	place	33.7483	-86.1359
AL	Rainbow City city	place	33.9288	-86.0842
AL	Rainsville city	place	34.4944	-85.8365
AL	Ranburne town	place	33.5259	-85.3390
AL	Ray CDP	place	32.8681	-86.0453
AL	Red Bay city	place	34.4361	-88.1365
AL	Redland CDP	place	32.4814	-86.1438
AL	Red Level town	place	31.4067	-86.6062
AL	Redstone Arsenal CDP	place	34.6878	-86.6612
AL	Reece City town	place	34.0772	-86.0345
AL	Reeltown CDP	place	32.5742	-85.8196
AL	Reform town	place	33.3783	-88.0173
AL	Rehobeth town	place	31.1245	-85.4396
AL	Remlap CDP	place	33.8070	-86.5939
AL	Repton town	place	31.4097	-87.2389
AL	Ridgeville town	place	34.0569	-86.1029
AL	River Falls town	place	31.3524	-86.5446
AL	Riverside city	place	33.6164	-86.2044
AL	Riverview town	place	31.0613	-87.0775
AL	Roanoke city	place	33.1453	-85.3695
AL	Robertsdale city	place	30.5571	-87.7047
AL	Rock Creek CDP	place	33.4772	-87.0812
AL	Rockford town	place	32.8969	-86.2083
AL	Rock Mills CDP	place	33.1599	-85.2811
AL	Rockville CDP	place	31.4058	-87.8442
AL	Rogersville town	place	34.8277	-87.2841
AL	Rosa town	place	33.9928	-86.5003
AL	Russellville city	place	34.5057	-87.7281
AL	Rutledge town	place	31.7241	-86.3020
AL	St. Florian town	place	34.8741	-87.6237
AL	St. Stephens CDP	place	31.5711	-88.0528
AL	Saks CDP	place	33.7114	-85.8537
AL	Samson town	place	31.1124	-86.0467
AL	Sand Rock town	place	34.2312	-85.7704
AL	Sanford town	place	31.2988	-86.3988
AL	Saraland city	place	30.8546	-88.1098
AL	Sardis City town	place	34.1724	-86.1191
AL	Satsuma city	place	30.8579	-88.0634
AL	Scottsboro city	place	34.6446	-86.0482
AL	Section town	place	34.5816	-85.9849
AL	Selma city	place	32.4170	-87.0357
AL	Selmont-West Selmont CDP	place	32.3783	-87.0069
AL	Semmes city	place	30.7962	-88.2476
AL	Sheffield city	place	34.7570	-87.6971
AL	Shelby CDP	place	33.1069	-86.5854
AL	Shiloh town	place	34.4627	-85.8776
AL	Shoal Creek CDP	place	33.4308	-86.6109
AL	Shorter town	place	32.4115	-85.9728
AL	Silas town	place	31.7678	-88.3259
AL	Silverhill town	place	30.5454	-87.7506
AL	Sims Chapel CDP	place	31.2493	-88.1430
AL	Sipsey town	place	33.8221	-87.0829
AL	Skyline town	place	34.7985	-86.1224
AL	Slocomb city	place	31.1121	-85.5987
AL	Smiths Station city	place	32.5229	-85.0994
AL	Smoke Rise CDP	place	33.8799	-86.8247
AL	Snead town	place	34.1162	-86.3909
AL	Somerville town	place	34.4671	-86.7912
AL	Southside city	place	33.8908	-86.0180
AL	South Vinemont town	place	34.2356	-86.8640
AL	Spanish Fort city	place	30.7230	-87.8659
AL	Spring Garden CDP	place	33.9730	-85.5558
AL	Springville city	place	33.7405	-86.4841
AL	Spruce Pine CDP	place	34.3929	-87.7296
AL	Standing Rock CDP	place	33.0857	-85.2398
AL	Stapleton CDP	place	30.7356	-87.7977
AL	Steele town	place	33.9414	-86.1921
AL	Sterrett CDP	place	33.4422	-86.4610
AL	Stevenson town	place	34.8768	-85.8144
AL	Stewartville CDP	place	33.0755	-86.2607
AL	Stockton CDP	place	31.0012	-87.8739
AL	Sulligent town	place	33.8912	-88.1266
AL	Sumiton city	place	33.7493	-87.0469
AL	Summerdale town	place	30.4767	-87.6876
AL	Susan Moore town	place	34.0730	-86.4142
AL	Sweet Water town	place	32.1046	-87.8619
AL	Sylacauga city	place	33.1887	-86.2748
AL	Sylvania town	place	34.5620	-85.8047
AL	Sylvan Springs town	place	33.5302	-87.0312
AL	Talladega city	place	33.4318	-86.0995
AL	Talladega Springs town	place	33.1205	-86.4378
AL	Tallassee city	place	32.5327	-85.8920
AL	Tarrant city	place	33.5929	-86.7663
AL	Taylor city	place	31.1688	-85.4758
AL	Theodore CDP	place	30.5387	-88.1876
AL	Thomaston town	place	32.2683	-87.6237
AL	Thomasville city	place	31.9150	-87.7372
AL	Thorsby city	place	32.9169	-86.7203
AL	Tibbie CDP	place	31.3705	-88.2439
AL	Tidmore Bend CDP	place	34.0332	-85.9264
AL	Tillmans Corner CDP	place	30.5815	-88.2128
AL	Town Creek town	place	34.6713	-87.4078
AL	Toxey town	place	31.9107	-88.3091
AL	Trafford town	place	33.8187	-86.7465
AL	Triana city	place	34.5878	-86.7485
AL	Trinity city	place	34.5974	-87.0814
AL	Troy city	place	31.8020	-85.9671
AL	Trussville city	place	33.6552	-86.5632
AL	Tuscaloosa city	place	33.2344	-87.5283
AL	Tuscumbia city	place	34.7185	-87.7026
AL	Tuskegee city	place	32.4187	-85.6825
AL	Twin town	place	33.9923	-87.8523
AL	Underwood-Petersville CDP	place	34.8761	-87.6982
AL	Union town	place	32.9938	-87.9072
AL	Union Grove town	place	34.4062	-86.4517
AL	Union Springs city	place	32.1395	-85.7146
AL	Uniontown city	place	32.4466	-87.4873
AL	Uriah CDP	place	31.3074	-87.4992
AL	Valley city	place	32.8014	-85.2044
AL	Valley Grande city	place	32.4869	-87.0328
AL	Valley Head town	place	34.5562	-85.6230
AL	Vance city	place	33.1740	-87.2266
AL	Vandiver CDP	place	33.4589	-86.5292
AL	Vernon town	place	33.7588	-88.1143
AL	Vestavia Hills city	place	33.4625	-86.7395
AL	Vina town	place	34.3762	-88.0606
AL	Vincent town	place	33.3831	-86.4025
AL	Vinegar Bend CDP	place	31.2591	-88.3673
AL	Vredenburgh town	place	31.8232	-87.3181
AL	Wadley town	place	33.1234	-85.5686
AL	Waldo town	place	33.3871	-86.0411
AL	Walnut Grove town	place	34.0646	-86.2872
AL	Warrior city	place	33.8149	-86.8157
AL	Waterloo town	place	34.9172	-88.0644
AL	Waverly town	place	32.7301	-85.5710
AL	Weaver city	place	33.7591	-85.8094
AL	Webb town	place	31.2572	-85.2896
AL	Wedowee town	place	33.3080	-85.4865
AL	Weogufka CDP	place	33.0217	-86.3091
AL	West Blocton town	place	33.1182	-87.1252
AL	West End-Cobb Town CDP	place	33.6515	-85.8766
AL	West Jefferson town	place	33.6734	-87.0406
AL	Westover town	place	33.3673	-86.5340
AL	West Point town	place	34.2387	-86.9640
AL	Wetumpka city	place	32.5404	-86.2070
AL	Whatley CDP	place	31.6463	-87.7108
AL	White Hall town	place	32.2974	-86.7158
AL	White Plains CDP	place	33.7593	-85.6885
AL	Whitesboro CDP	place	34.1690	-86.0585
AL	Wilsonville town	place	33.2408	-86.4911
AL	Wilton town	place	33.0816	-86.8797
AL	Winfield city	place	33.9347	-87.7913
AL	Woodland town	place	33.3756	-85.3974
AL	Woodstock town	place	33.2175	-87.1484
AL	Woodville town	place	34.6295	-86.2836
AL	Yellow Bluff town	place	31.9623	-87.4774
AL	York city	place	32.5006	-88.2914
AK	Adak city	place	51.9099	-176.5981
AK	Akhiok city	place	56.9483	-154.2153
AK	Akiachak CDP	place	60.9210	-161.4022
AK	Akiak city	place	60.9128	-161.2162
AK	Akutan city	place	54.1400	-165.7630
AK	Alakanuk city	place	62.7110	-164.6497
AK	Alatna CDP	place	66.5634	-152.8376
AK	Alcan Border CDP	place	62.7031	-141.1936
AK	Aleknagik city	place	59.2890	-158.6643
