state	name	kind	lat	lon
GA	Jacksonville city	place	31.8134	-82.9758
GA	Jakin city	place	31.0901	-84.9823
GA	Jasper city	place	34.4662	-84.4359
GA	Jefferson city	place	34.1362	-83.6022
GA	Jeffersonville city	place	32.6863	-83.3427
GA	Jekyll Island CDP	place	31.0637	-81.4187
GA	Jenkinsburg city	place	33.3206	-84.0373
GA	Jersey city	place	33.7169	-83.8043
GA	Jesup city	place	31.5946	-81.8957
GA	Johns Creek city	place	34.0327	-84.2038
GA	Jonesboro city	place	33.5208	-84.3547
GA	Juliette CDP	place	33.1137	-83.8084
GA	Junction City town	place	32.6036	-84.4582
GA	Kennesaw city	place	34.0272	-84.6171
GA	Kennesaw State University CDP	place	34.0379	-84.5826
GA	Keysville city	place	33.2362	-82.2293
GA	Kings Bay Base CDP	place	30.7993	-81.5637
GA	Kingsland city	place	30.8461	-81.7909
GA	Kingston city	place	34.2320	-84.9445
GA	Kite city	place	32.6915	-82.5124
GA	Knoxville CDP	place	32.7233	-83.9959
GA	LaFayette city	place	34.7088	-85.2815
GA	LaGrange city	place	33.0270	-85.0383
GA	Lake City city	place	33.6065	-84.3412
GA	Lakeland city	place	31.0408	-83.0747
GA	Lake Park city	place	30.6856	-83.1877
GA	Lakeview CDP	place	34.9771	-85.2536
GA	Lakeview Estates CDP	place	33.7050	-84.0377
GA	Lavonia city	place	34.4339	-83.1080
GA	Lawrenceville city	place	33.9529	-83.9922
GA	Leary city	place	31.4851	-84.5125
GA	Leesburg city	place	31.7321	-84.1685
GA	Lenox town	place	31.2610	-83.4669
GA	Leslie city	place	31.9548	-84.0871
GA	Lexington city	place	33.8701	-83.1102
GA	Lilburn city	place	33.8906	-84.1369
GA	Lilly city	place	32.1465	-83.8775
GA	Lincoln Park CDP	place	32.8674	-84.3356
GA	Lincolnton city	place	33.7927	-82.4784
GA	Lindale CDP	place	34.1877	-85.1807
GA	Lithia Springs CDP	place	33.7825	-84.6485
GA	Lithonia city	place	33.7130	-84.1062
GA	Locust Grove city	place	33.3481	-84.1025
GA	Loganville city	place	33.8365	-83.8961
GA	Lone Oak town	place	33.1724	-84.8173
GA	Lookout Mountain city	place	34.9665	-85.3619
GA	Louisville city	place	32.9929	-82.3972
GA	Lovejoy city	place	33.4437	-84.3189
GA	Ludowici city	place	31.7140	-81.7403
GA	Lula city	place	34.3981	-83.6619
GA	Lumber City city	place	31.9331	-82.6832
GA	Lumpkin city	place	32.0480	-84.7981
GA	Luthersville city	place	33.2096	-84.7443
GA	Lyerly town	place	34.4034	-85.4041
GA	Lyons city	place	32.2049	-82.3212
GA	Mableton city	place	33.8130	-84.5769
GA	McCaysville city	place	34.9820	-84.3712
GA	McDonough city	place	33.4422	-84.1510
GA	McIntyre town	place	32.8468	-83.2133
GA	Macon-Bibb County	place	32.8090	-83.6941
GA	McRae-Helena city	place	32.0636	-82.8969
GA	Madison city	place	33.5790	-83.4760
GA	Manassas city	place	32.1611	-82.0240
GA	Manchester city	place	32.8591	-84.6344
GA	Manor CDP	place	31.1031	-82.5667
GA	Mansfield city	place	33.5174	-83.7346
GA	Marietta city	place	33.9536	-84.5425
GA	Marshallville city	place	32.4586	-83.9398
GA	Martin town	place	34.4858	-83.1975
GA	Martinez CDP	place	33.5204	-82.1012
GA	Matthews CDP	place	33.2193	-82.3017
GA	Maxeys town	place	33.7549	-83.1726
GA	Maysville town	place	34.2551	-83.5531
GA	Meansville city	place	33.0514	-84.3105
GA	Meigs city	place	31.0718	-84.0927
GA	Mendes CDP	place	31.9947	-81.9704
GA	Menlo city	place	34.4835	-85.4776
GA	Mershon CDP	place	31.4633	-82.2528
GA	Metter city	place	32.3945	-82.0624
GA	Midville city	place	32.8213	-82.2353
GA	Midway city	place	31.8010	-81.4167
GA	Milan city	place	32.0192	-83.0623
GA	Milledgeville city	place	33.0879	-83.2406
GA	Millen city	place	32.8069	-81.9420
GA	Millwood CDP	place	31.2654	-82.6572
GA	Milner city	place	33.1161	-84.1877
GA	Milstead CDP	place	33.6879	-83.9907
GA	Milton city	place	34.1443	-84.3142
GA	Mineral Bluff CDP	place	34.9142	-84.2776
GA	Mitchell town	place	33.2217	-82.7012
GA	Molena city	place	33.0141	-84.5071
GA	Monroe city	place	33.7975	-83.7187
GA	Montezuma city	place	32.2972	-84.0191
GA	Montgomery CDP	place	31.9479	-81.0979
GA	Monticello city	place	33.2959	-83.6866
GA	Montrose town	place	32.5592	-83.1532
GA	Moody AFB CDP	place	30.9696	-83.1943
GA	Moreland town	place	33.2864	-84.7696
GA	Morgan city	place	31.5381	-84.6032
GA	Morganton city	place	34.8750	-84.2443
GA	Morrow city	place	33.5783	-84.3356
GA	Morven city	place	30.9440	-83.5000
GA	Moultrie city	place	31.1794	-83.7908
GA	Mountain City town	place	34.9215	-83.3811
GA	Mountain Park city	place	34.0830	-84.4136
GA	Mountain Park CDP	place	33.8467	-84.1322
GA	Mount Airy town	place	34.5235	-83.4972
GA	Mount Vernon city	place	32.1852	-82.5966
GA	Mount Zion city	place	33.6426	-85.1810
GA	Musella CDP	place	32.8019	-84.0324
GA	Nahunta city	place	31.2062	-81.9812
GA	Nashville city	place	31.2057	-83.2464
GA	Naylor CDP	place	30.9101	-83.0743
GA	Nelson city	place	34.3765	-84.3690
GA	Newborn town	place	33.5161	-83.6957
GA	New England CDP	place	34.9180	-85.4814
GA	Newington town	place	32.5892	-81.5060
GA	Newnan city	place	33.3758	-84.7773
GA	Newton city	place	31.3168	-84.3395
GA	Nicholls city	place	31.5204	-82.6381
GA	Nicholson city	place	34.1166	-83.4251
GA	Norcross city	place	33.9374	-84.2056
GA	Norman Park city	place	31.2690	-83.6845
GA	Norristown CDP	place	32.5070	-82.4986
GA	North Decatur CDP	place	33.8073	-84.2889
GA	North Druid Hills CDP	place	33.8195	-84.3267
GA	North High Shoals town	place	33.8288	-83.5016
GA	Norwood city	place	33.4627	-82.7060
GA	Nunez city	place	32.4920	-82.3467
GA	Oak Park town	place	32.3644	-82.3240
GA	Oakwood city	place	34.2221	-83.8849
GA	Ochlocknee town	place	30.9754	-84.0506
GA	Ocilla city	place	31.5986	-83.2498
GA	Oconee city	place	32.8536	-82.9594
GA	Odum city	place	31.6719	-82.0242
GA	Offerman city	place	31.4099	-82.1143
GA	Oglethorpe city	place	32.2932	-84.0628
GA	Ohoopee CDP	place	32.1817	-82.2220
GA	Oliver city	place	32.5231	-81.5363
GA	Omega city	place	31.3390	-83.5937
GA	Orchard Hill town	place	33.1852	-84.2120
GA	Oxford city	place	33.6284	-83.8723
GA	Palmetto city	place	33.5360	-84.6738
GA	Panthersville CDP	place	33.7083	-84.2745
GA	Parrott town	place	31.8944	-84.5117
GA	Patterson city	place	31.3849	-82.1354
GA	Pavo city	place	30.9594	-83.7393
GA	Peachtree City city	place	33.3919	-84.5707
GA	Peachtree Corners city	place	33.9671	-84.2323
GA	Pearson city	place	31.2972	-82.8540
GA	Pelham city	place	31.1266	-84.1515
GA	Pembroke city	place	32.1445	-81.6169
GA	Pendergrass town	place	34.1659	-83.6789
GA	Perkins CDP	place	32.9193	-81.9444
GA	Perry city	place	32.4737	-83.7278
GA	Phillipsburg CDP	place	31.4389	-83.5203
GA	Pinehurst city	place	32.1962	-83.7595
GA	Pine Lake city	place	33.7907	-84.2058
GA	Pine Mountain town	place	32.8520	-84.8516
GA	Pineview town	place	32.1043	-83.5089
GA	Piney Grove CDP	place	32.6155	-85.0388
GA	Pitts city	place	31.9462	-83.5418
GA	Plains city	place	32.0331	-84.3945
GA	Plainville city	place	34.4053	-85.0315
GA	Pooler city	place	32.1056	-81.2560
GA	Portal town	place	32.5382	-81.9288
GA	Porterdale city	place	33.5737	-83.8948
GA	Port Wentworth city	place	32.1920	-81.2057
GA	Poulan city	place	31.5145	-83.7898
GA	Powder Springs city	place	33.8644	-84.6812
GA	Pulaski town	place	32.3907	-81.9534
GA	Putney CDP	place	31.4747	-84.1052
GA	Quitman city	place	30.7845	-83.5605
GA	Ranger CDP	place	34.4996	-84.7118
GA	Raoul CDP	place	34.4577	-83.6009
GA	Ray City city	place	31.0728	-83.1901
GA	Rayle town	place	33.7913	-82.9085
GA	Rebecca town	place	31.8072	-83.4876
GA	Redan CDP	place	33.7387	-84.1671
GA	Reed Creek CDP	place	34.4409	-82.9137
GA	Register town	place	32.3645	-81.8805
GA	Reidsville city	place	32.0873	-82.1248
GA	Remerton city	place	30.8438	-83.3089
GA	Rentz city	place	32.3829	-82.9918
GA	Resaca town	place	34.5794	-84.9438
GA	Rest Haven town	place	34.1364	-83.9745
GA	Reynolds city	place	32.5605	-84.0944
GA	Rhine town	place	31.9893	-83.2004
GA	Riceboro city	place	31.7244	-81.4423
GA	Richland city	place	32.0888	-84.6620
GA	Richmond Hill city	place	31.9002	-81.3101
GA	Riddleville town	place	32.9027	-82.6650
GA	Rincon city	place	32.2947	-81.2353
GA	Ringgold city	place	34.9137	-85.1215
GA	Riverdale city	place	33.5639	-84.4110
GA	Roberta city	place	32.7198	-84.0104
GA	Robins AFB CDP	place	32.6100	-83.5829
GA	Rochelle city	place	31.9488	-83.4569
GA	Rockingham CDP	place	31.5419	-82.4177
GA	Rockmart city	place	34.0083	-85.0450
GA	Rock Spring CDP	place	34.8147	-85.2389
GA	Rocky Ford town	place	32.6635	-81.8355
GA	Rome city	place	34.2661	-85.1861
GA	Roopville town	place	33.4566	-85.1304
GA	Rossville city	place	34.9758	-85.2896
GA	Roswell city	place	34.0395	-84.3509
GA	Royston city	place	34.2866	-83.1108
GA	Russell CDP	place	33.9790	-83.6923
GA	Rutledge city	place	33.6257	-83.6097
GA	St. Marys city	place	30.7567	-81.5784
GA	St. Simons CDP	place	31.1801	-81.3854
GA	Sale City city	place	31.2629	-84.0208
GA	Salem CDP	place	32.7586	-84.1936
GA	Sandersville city	place	32.9818	-82.8051
GA	Sandy Springs city	place	33.9315	-84.3689
GA	Santa Claus city	place	32.1707	-82.3296
GA	Sardis city	place	32.9751	-81.7615
GA	Sasser town	place	31.7199	-84.3478
GA	Satilla CDP	place	31.7919	-82.5592
GA	Sautee-Nacoochee CDP	place	34.6888	-83.6831
GA	Savannah city	place	32.0180	-81.1965
GA	Scotland city	place	32.0472	-82.8176
GA	Scottdale CDP	place	33.7954	-84.2660
GA	Screven city	place	31.4842	-82.0169
GA	Senoia city	place	33.3077	-84.5548
GA	Seville CDP	place	31.9610	-83.6006
GA	Shady Dale town	place	33.3985	-83.5894
GA	Shannon CDP	place	34.3403	-85.0841
GA	Sharon city	place	33.5627	-82.7954
GA	Sharpsburg town	place	33.3371	-84.6509
GA	Shellman city	place	31.7571	-84.6159
GA	Shiloh city	place	32.8116	-84.6987
GA	Siloam town	place	33.5409	-83.0849
GA	Skidaway Island CDP	place	31.9378	-81.0464
GA	Sky Valley city	place	34.9850	-83.3340
GA	Smarr CDP	place	32.9870	-83.8830
GA	Smithville city	place	31.9011	-84.2552
GA	Smyrna city	place	33.8626	-84.5161
GA	Snellville city	place	33.8602	-84.0063
GA	Social Circle city	place	33.6461	-83.7128
GA	Soperton city	place	32.3783	-82.5940
GA	South Fulton city	place	33.6357	-84.5834
GA	Sparks town	place	31.1690	-83.4412
GA	Sparta city	place	33.2779	-82.9698
GA	Springfield city	place	32.3722	-81.3153
GA	Stapleton city	place	33.2169	-82.4672
GA	Statesboro city	place	32.4377	-81.7756
GA	Statham city	place	33.9628	-83.6038
GA	Sterling CDP	place	31.2622	-81.5531
GA	Stillmore city	place	32.4416	-82.2145
GA	Stockbridge city	place	33.5300	-84.2343
GA	Stockton CDP	place	30.9464	-83.0036
GA	Stonecrest city	place	33.6807	-84.1453
GA	Stone Mountain city	place	33.8042	-84.1714
GA	Sugar Hill city	place	34.0860	-84.0340
GA	Summertown city	place	32.7452	-82.2769
GA	Summerville city	place	34.4787	-85.3491
GA	Sumner town	place	31.5103	-83.7368
GA	Sunny Side CDP	place	33.3424	-84.2935
GA	Sunnyside CDP	place	31.2395	-82.3418
GA	Sunset Village CDP	place	32.8918	-84.4097
GA	Surrency town	place	31.7219	-82.1978
GA	Suwanee city	place	34.0511	-84.0659
GA	Swainsboro city	place	32.5856	-82.3348
GA	Sycamore city	place	31.6717	-83.6355
GA	Sylvania city	place	32.7472	-81.6407
GA	Sylvester city	place	31.5297	-83.8346
GA	Talahi Island CDP	place	32.0330	-80.9760
GA	Talbotton city	place	32.6772	-84.5406
GA	Talking Rock town	place	34.5292	-84.4920
GA	Tallapoosa city	place	33.7367	-85.2874
GA	Tallulah Falls town	place	34.7258	-83.3875
GA	Talmo town	place	34.1794	-83.7174
GA	Tarrytown town	place	32.3190	-82.5599
GA	Tate City CDP	place	34.9764	-83.5515
GA	Taylorsville town	place	34.0851	-84.9856
GA	Tazewell CDP	place	32.3750	-84.4380
GA	Temple city	place	33.7332	-85.0273
GA	Tennille city	place	32.9366	-82.8121
GA	The Rock CDP	place	32.9607	-84.2392
GA	Thomaston city	place	32.8917	-84.3267
GA	Thomasville city	place	30.8394	-83.9788
GA	Thomson city	place	33.4693	-82.4951
GA	Thunderbolt town	place	32.0357	-81.0492
GA	Tifton city	place	31.4621	-83.5205
GA	Tiger town	place	34.8461	-83.4326
GA	Tignall town	place	33.8670	-82.7421
GA	Toccoa city	place	34.5821	-83.3272
GA	Toomsboro city	place	32.8224	-83.0826
GA	Trenton city	place	34.8741	-85.5096
GA	Trion town	place	34.5484	-85.3108
GA	Tucker city	place	33.8452	-84.2021
GA	Tunnel Hill city	place	34.8554	-85.0368
GA	Turin town	place	33.3230	-84.6387
GA	Twin City city	place	32.5822	-82.1594
GA	Tybee Island city	place	32.0102	-80.8559
GA	Tyrone town	place	33.4761	-84.5945
GA	Ty Ty city	place	31.4719	-83.6503
GA	Unadilla city	place	32.2573	-83.7359
GA	Union City city	place	33.5938	-84.5626
GA	Union Point city	place	33.6188	-83.0750
GA	Unionville CDP	place	31.4365	-83.5091
GA	Uvalda city	place	32.0381	-82.5075
GA	Valdosta city	place	30.8501	-83.2788
GA	Varnell city	place	34.9016	-84.9651
GA	Vernonburg town	place	31.9662	-81.1206
GA	Vidalia city	place	32.2121	-82.4022
GA	Vidette city	place	33.0361	-82.2440
GA	Vienna city	place	32.0927	-83.7868
GA	Villa Rica city	place	33.7284	-84.9167
GA	Vinings CDP	place	33.8592	-84.4678
GA	Waco city	place	33.7026	-85.1892
GA	Wadley city	place	32.8648	-82.4028
GA	Waleska city	place	34.3160	-84.5436
GA	Walnut Grove city	place	33.7479	-83.8500
GA	Walthourville city	place	31.7720	-81.6209
GA	Waresboro CDP	place	31.2475	-82.4720
GA	Warm Springs city	place	32.8872	-84.6786
GA	Warner Robins city	place	32.5971	-83.6539
GA	Warrenton city	place	33.4077	-82.6651
GA	Warthen CDP	place	33.0948	-82.8049
GA	Warwick city	place	31.8298	-83.9206
GA	Washington city	place	33.7352	-82.7423
GA	Watkinsville city	place	33.8597	-83.4048
GA	Waverly CDP	place	31.1098	-81.7276
GA	Waverly Hall town	place	32.6829	-84.7283
GA	Waycross city	place	31.2110	-82.3577
GA	Waynesboro city	place	33.0913	-82.0143
GA	Waynesville CDP	place	31.2272	-81.7836
GA	Webster County unified government	place	32.0467	-84.5538
GA	Wenona CDP	place	31.9109	-83.7511
GA	West Brow CDP	place	34.9148	-85.4186
GA	West Point city	place	32.8985	-85.1415
GA	Whigham city	place	30.8839	-84.3274
GA	White city	place	34.2822	-84.7480
GA	Whitemarsh Island CDP	place	32.0303	-81.0129
GA	White Plains city	place	33.4803	-83.0363
GA	Whitesburg city	place	33.4921	-84.9143
GA	Wildwood CDP	place	34.9669	-85.4215
GA	Willacoochee city	place	31.3351	-83.0440
GA	Williamson city	place	33.1783	-84.3576
GA	Wilmington Island CDP	place	31.9997	-80.9752
GA	Winder city	place	33.9916	-83.7236
GA	Winterville city	place	33.9666	-83.2816
GA	Woodbine city	place	30.9599	-81.7181
GA	Woodbury city	place	32.9852	-84.5820
GA	Woodland city	place	32.7882	-84.5612
GA	Woodstock city	place	34.1031	-84.5130
GA	Woodville city	place	33.6655	-83.1181
GA	Woolsey town	place	33.3629	-84.4070
GA	Wrens city	place	33.2074	-82.3876
GA	Wrightsville city	place	32.7268	-82.7191
GA	Yatesville town	place	32.9130	-84.1413
GA	Yonah CDP	place	34.6442	-83.7430
GA	Young Harris city	place	34.9346	-83.8477
GA	Zebulon city	place	33.0910	-84.3395
HI	Ahuimanu CDP	place	21.4379	-157.8403
HI	Aiea CDP	place	21.3853	-157.9247
HI	Ainaloa CDP	place	19.5215	-154.9944
HI	Anahola CDP	place	22.1464	-159.3146
HI	Black Sands CDP	place	19.4136	-154.9588
HI	Captain Cook CDP	place	19.4995	-155.8937
HI	Discovery Harbour CDP	place	19.0415	-155.6254
HI	East Honolulu CDP	place	21.2884	-157.7179
HI	East Kapolei CDP	place	21.3633	-158.0409
HI	Eden Roc CDP	place	19.4917	-155.0958
HI	Eleele CDP	place	21.9060	-159.5828
HI	Ewa Beach CDP	place	21.3127	-158.0061
HI	Ewa Gentry CDP	place	21.3344	-158.0262
HI	Ewa Villages CDP	place	21.3417	-158.0389
HI	Fern Acres CDP	place	19.5082	-155.0785
HI	Fern Forest CDP	place	19.4647	-155.1324
HI	Haena CDP	place	22.2185	-159.5611
HI	Haiku-Pauwela CDP	place	20.9209	-156.3019
HI	Halaula CDP	place	20.2171	-155.7765
HI	Halawa CDP	place	21.3753	-157.9185
HI	Haleiwa CDP	place	21.6024	-158.0956
HI	Haliimaile CDP	place	20.8629	-156.3285
HI	Hana CDP	place	20.7740	-156.0143
HI	Hanalei CDP	place	22.2038	-159.4977
HI	Hanamaulu CDP	place	21.9969	-159.3471
HI	Hanapepe CDP	place	21.9133	-159.5882
HI	Hauula CDP	place	21.6120	-157.9109
HI	Hawaiian Acres CDP	place	19.5325	-155.0497
HI	Hawaiian Beaches CDP	place	19.5446	-154.9289
HI	Hawaiian Ocean View CDP	place	19.0959	-155.7750
HI	Hawaiian Paradise Park CDP	place	19.5873	-154.9731
HI	Hawi CDP	place	20.2274	-155.8396
HI	Heeia CDP	place	21.4202	-157.8189
HI	Helemano CDP	place	21.5361	-158.0195
HI	Hickam Housing CDP	place	21.3310	-157.9544
HI	Hilo CDP	place	19.6887	-155.0829
HI	Holualoa CDP	place	19.6686	-155.9187
HI	Honalo CDP	place	19.5810	-155.8984
HI	Honaunau-Napoopoo CDP	place	19.4725	-155.8415
HI	Honokaa CDP	place	20.0776	-155.4644
HI	Honomu CDP	place	19.8701	-155.1099
HI	Iroquois Point CDP	place	21.3207	-157.9774
HI	Kaaawa CDP	place	21.5431	-157.8505
HI	Kaanapali CDP	place	20.9305	-156.6864
HI	Kahaluu CDP	place	21.4564	-157.8421
HI	Kahaluu-Keauhou CDP	place	19.5731	-155.9573
HI	Kahuku CDP	place	21.6789	-157.9432
HI	Kahului CDP	place	20.8685	-156.4656
HI	Kailua CDP	place	19.6456	-155.9977
HI	Kailua CDP	place	21.3968	-157.7358
HI	Kaiminani CDP	place	19.7567	-156.0011
HI	Kalaeloa CDP	place	21.3135	-158.0650
HI	Kalaheo CDP	place	21.9186	-159.5187
HI	Kalapana CDP	place	19.3566	-154.9752
HI	Kalihiwai CDP	place	22.2176	-159.4492
HI	Kaloko CDP	place	19.7284	-155.9537
HI	Kamaili CDP	place	19.4391	-154.9188
HI	Kaneohe CDP	place	21.4093	-157.7896
HI	Kaneohe Base CDP	place	21.4454	-157.7514
HI	Kapaa CDP	place	22.0882	-159.3519
HI	Kapaau CDP	place	20.2346	-155.8017
HI	Kapalua CDP	place	20.9941	-156.6431
HI	Kapolei CDP	place	21.3399	-158.0678
HI	Kaumakani CDP	place	21.9178	-159.6273
HI	Kaunakakai CDP	place	21.0942	-157.0009
HI	Kawela Bay CDP	place	21.6990	-157.9989
HI	Keaau CDP	place	19.6235	-155.0482
HI	Kealakekua CDP	place	19.5287	-155.9111
HI	Kekaha CDP	place	21.9675	-159.7145
HI	Keokea CDP	place	20.7210	-156.3624
HI	Kihei CDP	place	20.7661	-156.4352
HI	Kilauea CDP	place	22.2120	-159.3987
HI	Koloa CDP	place	21.9030	-159.4611
HI	Ko Olina CDP	place	21.3378	-158.1186
HI	Kualapuu CDP	place	21.1550	-157.0642
HI	Kukuihaele CDP	place	20.1213	-155.5625
HI	Kula CDP	place	20.7681	-156.3345
HI	Kurtistown CDP	place	19.5860	-155.0713
HI	Lahaina CDP	place	20.8860	-156.6662
HI	Laie CDP	place	21.6455	-157.9229
HI	Lanai City CDP	place	20.8279	-156.9147
HI	Launiupoko CDP	place	20.8544	-156.6425
HI	Laupahoehoe CDP	place	19.9699	-155.2361
HI	Lawai CDP	place	21.9201	-159.5010
HI	Leilani Estates CDP	place	19.4658	-154.9157
HI	Lihue CDP	place	21.9726	-159.3558
HI	Maalaea CDP	place	20.8022	-156.4887
HI	Mahinahina CDP	place	20.9546	-156.6573
HI	Maili CDP	place	21.4144	-158.1748
HI	Makaha CDP	place	21.4677	-158.2164
HI	Makaha Valley CDP	place	21.4844	-158.1843
HI	Makakilo CDP	place	21.3590	-158.0812
HI	Makawao CDP	place	20.8480	-156.3190
HI	Makena CDP	place	20.6240	-156.4286
HI	Manele CDP	place	20.7420	-156.9012
HI	Maunaloa CDP	place	21.1334	-157.2122
HI	Mauna Loa Estates CDP	place	19.4274	-155.2213
HI	Maunawili CDP	place	21.3667	-157.7713
HI	Mililani Mauka CDP	place	21.4756	-157.9948
HI	Mililani Town CDP	place	21.4465	-158.0146
HI	Mokuleia CDP	place	21.5794	-158.1718
HI	Mountain View CDP	place	19.5345	-155.1844
HI	Naalehu CDP	place	19.0698	-155.5751
HI	Nanakuli CDP	place	21.3898	-158.1550
HI	Nanawale Estates CDP	place	19.5036	-154.9104
HI	Napili-Honokowai CDP	place	20.9733	-156.6651
HI	Ocean Pointe CDP	place	21.3135	-158.0272
HI	Olinda CDP	place	20.8278	-156.2916
HI	Olowalu CDP	place	20.8277	-156.6195
HI	Omao CDP	place	21.9366	-159.4857
HI	Orchidlands Estates CDP	place	19.5570	-155.0142
HI	Paauilo CDP	place	20.0349	-155.3736
HI	Pahala CDP	place	19.1992	-155.4773
HI	Pahoa CDP	place	19.4960	-154.9453
HI	Paia CDP	place	20.9093	-156.3693
HI	Pakala Village CDP	place	21.9510	-159.6391
HI	Papaikou CDP	place	19.7923	-155.0922
HI	Paukaa CDP	place	19.7644	-155.0919
HI	Pearl City CDP	place	21.4026	-157.9569
HI	Pepeekeo CDP	place	19.8325	-155.1056
HI	Poipu CDP	place	21.8860	-159.4572
HI	Princeville CDP	place	22.2197	-159.4814
HI	Puako CDP	place	19.9591	-155.8491
HI	Puhi CDP	place	21.9616	-159.3917
HI	Pukalani CDP	place	20.8329	-156.3415
HI	Punaluu CDP	place	21.5819	-157.8896
HI	Pupukea CDP	place	21.6522	-158.0579
HI	Royal Hawaiian Estates CDP	place	19.4412	-155.1840
HI	Royal Kunia CDP	place	21.4053	-158.0318
HI	Schofield Barracks CDP	place	21.4928	-158.0622
HI	Seaview CDP	place	19.4067	-154.9214
HI	Tiki Gardens CDP	place	19.5287	-155.0031
HI	Ualapue CDP	place	21.0719	-156.8350
HI	Urban Honolulu CDP	place	21.3243	-157.8476
HI	Volcano CDP	place	19.4864	-155.2774
HI	Volcano Golf Course CDP	place	19.4424	-155.2788
HI	Wahiawa CDP	place	21.5007	-158.0180
HI	Waiahole-Waikane CDP	place	21.4898	-157.8660
HI	Waialua CDP	place	21.5674	-158.1205
HI	Waianae CDP	place	21.4518	-158.1820
HI	Waihee-Waiehu CDP	place	20.9239	-156.5076
HI	Waikapu CDP	place	20.8367	-156.5306
HI	Waikele CDP	place	21.4026	-158.0058
HI	Waikoloa Beach Resort CDP	place	19.9306	-155.8779
HI	Waikoloa Village CDP	place	19.9442	-155.8053
HI	Wailea CDP	place	20.6824	-156.4353
HI	Wailua CDP	place	22.0545	-159.3372
HI	Wailua Homesteads CDP	place	22.0692	-159.3814
HI	Wailuku CDP	place	20.8855	-156.5036
HI	Waimalu CDP	place	21.3912	-157.9334
HI	Waimanalo CDP	place	21.3421	-157.7302
HI	Waimanalo Beach CDP	place	21.3299	-157.6940
HI	Waimea CDP	place	20.0103	-155.6255
HI	Waimea CDP	place	21.9665	-159.6694
HI	Wainaku CDP	place	19.7438	-155.0998
HI	Wainiha CDP	place	22.1921	-159.5467
HI	Waiohinu CDP	place	19.0714	-155.6144
HI	Waipahu CDP	place	21.3849	-158.0110
HI	Waipio CDP	place	21.4144	-157.9966
HI	Waipio Acres CDP	place	21.4688	-158.0173
HI	West Loch Estate CDP	place	21.3613	-158.0245
HI	Wheeler AFB CDP	place	21.4755	-158.0352
HI	Whitmore Village CDP	place	21.5126	-158.0291
ID	Aberdeen city	place	42.9441	-112.8384
ID	Acequia city	place	42.6683	-113.5973
ID	Albion city	place	42.4098	-113.5804
ID	American Falls city	place	42.7828	-112.8542
ID	Ammon city	place	43.4750	-111.9596
ID	Arbon Valley CDP	place	42.8876	-112.5894
ID	Arco city	place	43.6319	-113.3010
ID	Arimo city	place	42.5599	-112.1720
ID	Ashton city	place	44.0733	-111.4483
ID	Athol city	place	47.9471	-116.7076
ID	Avimor CDP	place	43.7683	-116.2601
ID	Bancroft city	place	42.7202	-111.8830
ID	Banks CDP	place	44.0722	-116.1317
ID	Basalt city	place	43.3144	-112.1650
ID	Bellevue city	place	43.4688	-114.2557
ID	Bennington CDP	place	42.3823	-111.3210
ID	Blackfoot city	place	43.1946	-112.3468
ID	Blanchard CDP	place	48.0110	-116.9952
ID	Bliss city	place	42.9243	-114.9475
ID	Bloomington city	place	42.1910	-111.4028
ID	Boise City city	place	43.5993	-116.2298
ID	Bonners Ferry city	place	48.6934	-116.3184
ID	Bovill city	place	46.8587	-116.3936
ID	Bruneau CDP	place	42.8728	-115.7952
ID	Buhl city	place	42.5984	-114.7595
ID	Burley city	place	42.5374	-113.7913
ID	Butte City city	place	43.6070	-113.2407
ID	Caldwell city	place	43.6459	-116.6593
ID	Cambridge city	place	44.5717	-116.6781
ID	Carey city	place	43.3120	-113.9410
ID	Cascade city	place	44.5088	-116.0436
ID	Castleford city	place	42.5206	-114.8718
ID	Challis city	place	44.5058	-114.2283
ID	Chubbuck city	place	42.9272	-112.4583
ID	Clark Fork city	place	48.1480	-116.1730
ID	Clayton city	place	44.2592	-114.3831
ID	Clifton city	place	42.1873	-112.0046
ID	Coeur d'Alene city	place	47.7029	-116.7958
ID	Conkling Park CDP	place	47.3998	-116.7703
ID	Coolin CDP	place	48.4760	-116.8440
ID	Cottonwood city	place	46.0510	-116.3498
ID	Council city	place	44.7332	-116.4368
ID	Craigmont city	place	46.2417	-116.4713
ID	Crouch city	place	44.1154	-115.9758
ID	Culdesac city	place	46.3749	-116.6701
ID	Dalton Gardens city	place	47.7334	-116.7679
ID	Dayton city	place	42.1112	-111.9846
ID	Deary city	place	46.8006	-116.5574
ID	Declo city	place	42.5196	-113.6287
ID	De Smet CDP	place	47.1410	-116.9114
ID	Dietrich city	place	42.9128	-114.2663
ID	Donnelly city	place	44.7334	-116.0868
ID	Dover city	place	48.2592	-116.6098
ID	Downey city	place	42.4289	-112.1233
ID	Driggs city	place	43.7303	-111.1041
ID	Drummond city	place	43.9996	-111.3434
ID	Dubois city	place	44.1712	-112.2283
ID	Eagle city	place	43.7776	-116.4160
ID	East Hope city	place	48.2409	-116.2894
ID	Eden city	place	42.6053	-114.2091
ID	Elk City CDP	place	45.8209	-115.4411
ID	Elk River city	place	46.7830	-116.1811
ID	Emmett city	place	43.8692	-116.4921
ID	Fairfield city	place	43.3480	-114.8008
ID	Ferdinand city	place	46.1519	-116.3900
ID	Fernan Lake Village city	place	47.6723	-116.7476
